module name;license;repository
append-transform@1.0.0;MIT;https://github.com/istanbuljs/append-transform
aproba@1.2.0;ISC;https://github.com/iarna/aproba
are-we-there-yet@1.1.5;ISC;https://github.com/iarna/are-we-there-yet
argparse@1.0.10;MIT;https://github.com/nodeca/argparse
arr-diff@4.0.0;MIT;https://github.com/jonschlinkert/arr-diff
arr-flatten@1.1.0;MIT;https://github.com/jonschlinkert/arr-flatten
arr-union@3.1.0;MIT;https://github.com/jonschlinkert/arr-union
array-find-index@1.0.2;MIT;https://github.com/sindresorhus/array-find-index
array-flatten@1.1.1;MIT;https://github.com/blakeembrey/array-flatten
array-flatten@2.1.2;MIT;https://github.com/blakeembrey/array-flatten
array-union@1.0.2;MIT;https://github.com/sindresorhus/array-union
array-uniq@1.0.3;MIT;https://github.com/sindresorhus/array-uniq
array-unique@0.3.2;MIT;https://github.com/jonschlinkert/array-unique
arraybuffer.slice@0.0.7;MIT;https://github.com/rase-/arraybuffer.slice
arrify@1.0.1;MIT;https://github.com/sindresorhus/arrify
asap@2.0.6;MIT;https://github.com/kriskowal/asap
asn1.js@4.10.1;MIT;https://github.com/indutny/asn1.js
asn1@0.2.4;MIT;https://github.com/joyent/node-asn1
assert-plus@1.0.0;MIT;https://github.com/mcavage/node-assert-plus
assert@1.5.0;MIT;https://github.com/browserify/commonjs-assert
assign-symbols@1.0.0;MIT;https://github.com/jonschlinkert/assign-symbols
async-each@1.0.3;MIT;https://github.com/paulmillr/async-each
async-foreach@0.1.3;MIT*;https://github.com/cowboy/javascript-sync-async-foreach
async-limiter@1.0.1;MIT;https://github.com/strml/async-limiter
async@2.6.3;MIT;https://github.com/caolan/async
asynckit@0.4.0;MIT;https://github.com/alexindigo/asynckit
atob@2.1.2;(MIT OR Apache-2.0);git://git.coolaj86.com/coolaj86/atob.js
autoprefixer@9.4.6;MIT;https://github.com/postcss/autoprefixer
aws-sign2@0.7.0;Apache-2.0;https://github.com/mikeal/aws-sign
aws4@1.9.1;MIT;https://github.com/mhart/aws4
babel-code-frame@6.26.0;MIT;https://github.com/babel/babel/tree/master/packages/babel-code-frame
babel-generator@6.26.1;MIT;https://github.com/babel/babel/tree/master/packages/babel-generator
babel-messages@6.23.0;MIT;https://github.com/babel/babel/tree/master/packages/babel-messages
babel-runtime@6.26.0;MIT;https://github.com/babel/babel/tree/master/packages/babel-runtime
babel-template@6.26.0;MIT;https://github.com/babel/babel/tree/master/packages/babel-template
babel-traverse@6.26.0;MIT;https://github.com/babel/babel/tree/master/packages/babel-traverse
babel-types@6.26.0;MIT;https://github.com/babel/babel/tree/master/packages/babel-types
babylon@6.18.0;MIT;https://github.com/babel/babylon
backo2@1.0.2;MIT;https://github.com/mokesmokes/backo
balanced-match@1.0.0;MIT;https://github.com/juliangruber/balanced-match
base64-arraybuffer@0.1.5;MIT;https://github.com/niklasvh/base64-arraybuffer
base64-js@1.3.1;MIT;https://github.com/beatgammit/base64-js
base64id@1.0.0;MIT;https://github.com/faeldt/base64id
base@0.11.2;MIT;https://github.com/node-base/base
batch@0.6.1;MIT;https://github.com/visionmedia/batch
bcrypt-pbkdf@1.0.2;BSD-3-Clause;https://github.com/joyent/node-bcrypt-pbkdf
better-assert@1.0.2;MIT*;https://github.com/visionmedia/better-assert
big.js@5.2.2;MIT;https://github.com/MikeMcl/big.js
binary-extensions@1.13.1;MIT;https://github.com/sindresorhus/binary-extensions
bindings@1.5.0;MIT;https://github.com/TooTallNate/node-bindings
blob@0.0.5;MIT;https://github.com/webmodules/blob
block-stream@0.0.9;ISC;https://github.com/isaacs/block-stream
blocking-proxy@1.0.1;MIT;https://github.com/angular/jasminewd
bluebird@3.7.2;MIT;https://github.com/petkaantonov/bluebird
bn.js@4.11.8;MIT;https://github.com/indutny/bn.js
body-parser@1.19.0;MIT;https://github.com/expressjs/body-parser
bonjour@3.5.0;MIT;https://github.com/watson/bonjour
bootstrap@4.6.0;MIT;https://github.com/twbs/bootstrap
brace-expansion@1.1.11;MIT;https://github.com/juliangruber/brace-expansion
braces@2.3.2;MIT;https://github.com/micromatch/braces
brorand@1.1.0;MIT;https://github.com/indutny/brorand
browserify-aes@1.2.0;MIT;https://github.com/crypto-browserify/browserify-aes
browserify-cipher@1.0.1;MIT;https://github.com/crypto-browserify/browserify-cipher
browserify-des@1.0.2;MIT;https://github.com/crypto-browserify/browserify-des
browserify-rsa@4.0.1;MIT;https://github.com/crypto-browserify/browserify-rsa
browserify-sign@4.0.4;ISC;https://github.com/crypto-browserify/browserify-sign
browserify-zlib@0.2.0;MIT;https://github.com/devongovett/browserify-zlib
browserslist@4.11.1;MIT;https://github.com/browserslist/browserslist
browserstack@1.6.1;MIT;https://github.com/scottgonzalez/node-browserstack
buffer-alloc-unsafe@1.1.0;MIT;https://github.com/LinusU/buffer-alloc-unsafe
buffer-alloc@1.2.0;MIT;https://github.com/LinusU/buffer-alloc
buffer-fill@1.0.0;MIT;https://github.com/LinusU/buffer-fill
buffer-from@1.1.1;MIT;https://github.com/LinusU/buffer-from
buffer-indexof@1.1.1;MIT;https://github.com/soldair/node-buffer-indexof
buffer-xor@1.0.3;MIT;https://github.com/crypto-browserify/buffer-xor
buffer@4.9.2;MIT;https://github.com/feross/buffer
builtin-modules@1.1.1;MIT;https://github.com/sindresorhus/builtin-modules
builtin-status-codes@3.0.0;MIT;https://github.com/bendrucker/builtin-status-codes
builtins@1.0.3;MIT;https://github.com/juliangruber/builtins
bytes@3.0.0;MIT;https://github.com/visionmedia/bytes.js
bytes@3.1.0;MIT;https://github.com/visionmedia/bytes.js
cacache@11.3.3;ISC;https://github.com/zkat/cacache
cacache@12.0.4;ISC;https://github.com/npm/cacache
cache-base@1.0.1;MIT;https://github.com/jonschlinkert/cache-base
caller-callsite@2.0.0;MIT;https://github.com/sindresorhus/caller-callsite
caller-path@2.0.0;MIT;https://github.com/sindresorhus/caller-path
callsite@1.0.0;MIT*;
callsites@2.0.0;MIT;https://github.com/sindresorhus/callsites
camelcase-keys@2.1.0;MIT;https://github.com/sindresorhus/camelcase-keys
camelcase@2.1.1;MIT;https://github.com/sindresorhus/camelcase
camelcase@3.0.0;MIT;https://github.com/sindresorhus/camelcase
camelcase@4.1.0;MIT;https://github.com/sindresorhus/camelcase
camelcase@5.3.1;MIT;https://github.com/sindresorhus/camelcase
caniuse-lite@1.0.30001039;CC-BY-4.0;https://github.com/ben-eb/caniuse-lite
canonical-path@1.0.0;MIT;https://github.com/petebacondarwin/node-canonical-path
caseless@0.12.0;Apache-2.0;https://github.com/mikeal/caseless
chalk@1.1.3;MIT;https://github.com/chalk/chalk
chalk@2.4.2;MIT;https://github.com/chalk/chalk
chardet@0.7.0;MIT;https://github.com/runk/node-chardet
chokidar@2.0.4;MIT;https://github.com/paulmillr/chokidar
chokidar@2.1.8;MIT;https://github.com/paulmillr/chokidar
chownr@1.1.4;ISC;https://github.com/isaacs/chownr
chrome-trace-event@1.0.2;MIT;github.com:samccone/chrome-trace-event
cipher-base@1.0.4;MIT;https://github.com/crypto-browserify/cipher-base
circular-dependency-plugin@5.0.2;ISC;https://github.com/aackerman/circular-dependency-plugin
class-utils@0.3.6;MIT;https://github.com/jonschlinkert/class-utils
clean-css@4.2.1;MIT;https://github.com/jakubpawlowicz/clean-css
cli-cursor@2.1.0;MIT;https://github.com/sindresorhus/cli-cursor
cli-width@2.2.1;ISC;https://github.com/knownasilya/cli-width
cliui@3.2.0;ISC;https://github.com/yargs/cliui
cliui@4.1.0;ISC;https://github.com/yargs/cliui
clone-deep@2.0.2;MIT;https://github.com/jonschlinkert/clone-deep
clone@2.1.2;MIT;https://github.com/pvorb/node-clone
co@4.6.0;MIT;https://github.com/tj/co
code-point-at@1.1.0;MIT;https://github.com/sindresorhus/code-point-at
codelyzer@4.5.0;MIT;https://github.com/mgechev/codelyzer
collection-visit@1.0.0;MIT;https://github.com/jonschlinkert/collection-visit
color-convert@1.9.3;MIT;https://github.com/Qix-/color-convert
color-name@1.1.3;MIT;https://github.com/dfcreative/color-name
colors@1.1.2;MIT;https://github.com/Marak/colors.js
combined-stream@1.0.8;MIT;https://github.com/felixge/node-combined-stream
commander@2.20.3;MIT;https://github.com/tj/commander.js
commondir@1.0.1;MIT;https://github.com/substack/node-commondir
compare-versions@3.6.0;MIT;https://github.com/omichelsen/compare-versions
component-bind@1.0.0;MIT*;https://github.com/component/bind
component-emitter@1.2.1;MIT;https://github.com/component/emitter
component-emitter@1.3.0;MIT;https://github.com/component/emitter
component-inherit@0.0.3;MIT*;https://github.com/component/inherit
compressible@2.0.18;MIT;https://github.com/jshttp/compressible
compression@1.7.4;MIT;https://github.com/expressjs/compression
concat-map@0.0.1;MIT;https://github.com/substack/node-concat-map
concat-stream@1.6.2;MIT;https://github.com/maxogden/concat-stream
connect-history-api-fallback@1.6.0;MIT;https://github.com/bripkens/connect-history-api-fallback
connect@3.7.0;MIT;https://github.com/senchalabs/connect
console-browserify@1.2.0;MIT;https://github.com/browserify/console-browserify
console-control-strings@1.1.0;ISC;https://github.com/iarna/console-control-strings
constants-browserify@1.0.0;MIT;https://github.com/juliangruber/constants-browserify
content-disposition@0.5.3;MIT;https://github.com/jshttp/content-disposition
content-type@1.0.4;MIT;https://github.com/jshttp/content-type
convert-source-map@1.7.0;MIT;https://github.com/thlorenz/convert-source-map
cookie-signature@1.0.6;MIT;https://github.com/visionmedia/node-cookie-signature
cookie@0.3.1;MIT;https://github.com/jshttp/cookie
cookie@0.4.0;MIT;https://github.com/jshttp/cookie
copy-concurrently@1.0.5;ISC;https://github.com/npm/copy-concurrently
copy-descriptor@0.1.1;MIT;https://github.com/jonschlinkert/copy-descriptor
copy-webpack-plugin@5.1.1;MIT;https://github.com/webpack-contrib/copy-webpack-plugin
core-js@2.6.12;MIT;https://github.com/zloirock/core-js
core-util-is@1.0.2;MIT;https://github.com/isaacs/core-util-is
cosmiconfig@5.2.1;MIT;https://github.com/davidtheclark/cosmiconfig
create-ecdh@4.0.3;MIT;https://github.com/crypto-browserify/createECDH
create-hash@1.2.0;MIT;https://github.com/crypto-browserify/createHash
create-hmac@1.1.7;MIT;https://github.com/crypto-browserify/createHmac
cross-spawn@3.0.1;MIT;https://github.com/IndigoUnited/node-cross-spawn
cross-spawn@6.0.5;MIT;https://github.com/moxystudio/node-cross-spawn
crypto-browserify@3.12.0;MIT;https://github.com/crypto-browserify/crypto-browserify
css-parse@1.7.0;MIT;https://github.com/visionmedia/css-parse
css-selector-tokenizer@0.7.2;MIT;https://github.com/css-modules/css-selector-tokenizer
cssauron@1.4.0;MIT;https://github.com/chrisdickinson/cssauron
cssesc@3.0.0;MIT;https://github.com/mathiasbynens/cssesc
currently-unhandled@0.4.1;MIT;https://github.com/jamestalmage/currently-unhandled
custom-event@1.0.1;MIT;https://github.com/webmodules/custom-event
cyclist@1.0.1;MIT;https://github.com/mafintosh/cyclist
dashdash@1.14.1;MIT;https://github.com/trentm/node-dashdash
date-format@2.1.0;MIT;https://github.com/nomiddlename/date-format
debug@2.6.9;MIT;https://github.com/visionmedia/debug
debug@3.1.0;MIT;https://github.com/visionmedia/debug
debug@3.2.6;MIT;https://github.com/visionmedia/debug
debug@4.1.1;MIT;https://github.com/visionmedia/debug
decamelize@1.2.0;MIT;https://github.com/sindresorhus/decamelize
decamelize@2.0.0;MIT;https://github.com/sindresorhus/decamelize
decode-uri-component@0.2.0;MIT;https://github.com/SamVerschueren/decode-uri-component
deep-equal@1.1.1;MIT;https://github.com/substack/node-deep-equal
default-gateway@2.7.2;BSD-2-Clause;https://github.com/silverwind/default-gateway
default-require-extensions@2.0.0;MIT;https://github.com/avajs/default-require-extensions
define-properties@1.1.3;MIT;https://github.com/ljharb/define-properties
define-property@0.2.5;MIT;https://github.com/jonschlinkert/define-property
define-property@1.0.0;MIT;https://github.com/jonschlinkert/define-property
define-property@2.0.2;MIT;https://github.com/jonschlinkert/define-property
del@2.2.2;MIT;https://github.com/sindresorhus/del
del@3.0.0;MIT;https://github.com/sindresorhus/del
delayed-stream@1.0.0;MIT;https://github.com/felixge/node-delayed-stream
delegates@1.0.0;MIT;https://github.com/visionmedia/node-delegates
depd@1.1.2;MIT;https://github.com/dougwilson/nodejs-depd
dependency-graph@0.7.2;MIT;https://github.com/jriecken/dependency-graph
des.js@1.0.1;MIT;https://github.com/indutny/des.js
destroy@1.0.4;MIT;https://github.com/stream-utils/destroy
detect-indent@4.0.0;MIT;https://github.com/sindresorhus/detect-indent
detect-node@2.0.4;ISC;https://github.com/iliakan/detect-node
di@0.0.1;MIT;https://github.com/vojtajina/node-di
diff@3.5.0;BSD-3-Clause;https://github.com/kpdecker/jsdiff
diffie-hellman@5.0.3;MIT;https://github.com/crypto-browserify/diffie-hellman
dir-glob@2.2.2;MIT;https://github.com/kevva/dir-glob
dns-equal@1.0.0;MIT;https://github.com/watson/dns-equal
dns-packet@1.3.1;MIT;https://github.com/mafintosh/dns-packet
dns-txt@2.0.2;MIT;https://github.com/watson/dns-txt
dom-serialize@2.2.1;MIT;https://github.com/webmodules/dom-serialize
domain-browser@1.2.0;MIT;https://github.com/bevry/domain-browser
duplexify@3.7.1;MIT;https://github.com/mafintosh/duplexify
ecc-jsbn@0.1.2;MIT;https://github.com/quartzjer/ecc-jsbn
ee-first@1.1.1;MIT;https://github.com/jonathanong/ee-first
electron-to-chromium@1.3.396;ISC;https://github.com/kilian/electron-to-chromium
elliptic@6.5.2;MIT;https://github.com/indutny/elliptic
emoji-regex@7.0.3;MIT;https://github.com/mathiasbynens/emoji-regex
emojis-list@2.1.0;MIT;https://github.com/kikobeats/emojis-list
encodeurl@1.0.2;MIT;https://github.com/pillarjs/encodeurl
encoding@0.1.12;MIT;https://github.com/andris9/encoding
end-of-stream@1.4.4;MIT;https://github.com/mafintosh/end-of-stream
engine.io-client@3.2.1;MIT;https://github.com/socketio/engine.io-client
engine.io-parser@2.1.3;MIT;https://github.com/socketio/engine.io-parser
engine.io@3.2.1;MIT;https://github.com/socketio/engine.io
enhanced-resolve@4.1.0;MIT;https://github.com/webpack/enhanced-resolve
ent@2.2.0;MIT;https://github.com/substack/node-ent
err-code@1.1.2;MIT;https://github.com/IndigoUnited/js-err-code
errno@0.1.7;MIT;https://github.com/rvagg/node-errno
error-ex@1.3.2;MIT;https://github.com/qix-/node-error-ex
es-abstract@1.17.5;MIT;https://github.com/ljharb/es-abstract
es-to-primitive@1.2.1;MIT;https://github.com/ljharb/es-to-primitive
es6-promise@4.2.8;MIT;https://github.com/stefanpenner/es6-promise
es6-promisify@5.0.0;MIT;https://github.com/digitaldesignlabs/es6-promisify
escape-html@1.0.3;MIT;https://github.com/component/escape-html
escape-string-regexp@1.0.5;MIT;https://github.com/sindresorhus/escape-string-regexp
eslint-scope@4.0.3;BSD-2-Clause;https://github.com/eslint/eslint-scope
esprima@4.0.1;BSD-2-Clause;https://github.com/jquery/esprima
esrecurse@4.2.1;BSD-2-Clause;https://github.com/estools/esrecurse
estraverse@4.3.0;BSD-2-Clause;https://github.com/estools/estraverse
esutils@2.0.3;BSD-2-Clause;https://github.com/estools/esutils
etag@1.8.1;MIT;https://github.com/jshttp/etag
eventemitter3@4.0.0;MIT;https://github.com/primus/eventemitter3
events@3.1.0;MIT;https://github.com/Gozala/events
eventsource@1.0.7;MIT;https://github.com/EventSource/eventsource
evp_bytestokey@1.0.3;MIT;https://github.com/crypto-browserify/EVP_BytesToKey
execa@0.10.0;MIT;https://github.com/sindresorhus/execa
execa@1.0.0;MIT;https://github.com/sindresorhus/execa
exit@0.1.2;MIT;https://github.com/cowboy/node-exit
expand-brackets@2.1.4;MIT;https://github.com/jonschlinkert/expand-brackets
express@4.17.1;MIT;https://github.com/expressjs/express
extend-shallow@2.0.1;MIT;https://github.com/jonschlinkert/extend-shallow
extend-shallow@3.0.2;MIT;https://github.com/jonschlinkert/extend-shallow
extend@3.0.2;MIT;https://github.com/justmoon/node-extend
external-editor@3.1.0;MIT;https://github.com/mrkmg/node-external-editor
extglob@2.0.4;MIT;https://github.com/micromatch/extglob
extsprintf@1.3.0;MIT;https://github.com/davepacheco/node-extsprintf
fast-deep-equal@1.1.0;MIT;https://github.com/epoberezkin/fast-deep-equal
fast-deep-equal@2.0.1;MIT;https://github.com/epoberezkin/fast-deep-equal
fast-json-stable-stringify@2.0.0;MIT;https://github.com/epoberezkin/fast-json-stable-stringify
fastparse@1.1.2;MIT;https://github.com/webpack/fastparse
faye-websocket@0.10.0;MIT;https://github.com/faye/faye-websocket-node
faye-websocket@0.11.3;Apache-2.0;https://github.com/faye/faye-websocket-node
figgy-pudding@3.5.2;ISC;https://github.com/npm/figgy-pudding
figures@2.0.0;MIT;https://github.com/sindresorhus/figures
file-loader@3.0.1;MIT;https://github.com/webpack-contrib/file-loader
file-uri-to-path@1.0.0;MIT;https://github.com/TooTallNate/file-uri-to-path
fileset@2.0.3;MIT;https://github.com/mklabs/node-fileset
fill-range@4.0.0;MIT;https://github.com/jonschlinkert/fill-range
finalhandler@1.1.2;MIT;https://github.com/pillarjs/finalhandler
find-cache-dir@2.1.0;MIT;https://github.com/avajs/find-cache-dir
find-up@1.1.2;MIT;https://github.com/sindresorhus/find-up
find-up@2.1.0;MIT;https://github.com/sindresorhus/find-up
find-up@3.0.0;MIT;https://github.com/sindresorhus/find-up
findit@2.0.0;MIT;https://github.com/substack/node-findit
flatted@2.0.2;ISC;https://github.com/WebReflection/flatted
flush-write-stream@1.1.1;MIT;https://github.com/mafintosh/flush-write-stream
follow-redirects@1.11.0;MIT;https://github.com/follow-redirects/follow-redirects
font-awesome@4.7.0;(OFL-1.1 AND MIT);https://github.com/FortAwesome/Font-Awesome
for-in@0.1.8;MIT;https://github.com/jonschlinkert/for-in
for-in@1.0.2;MIT;https://github.com/jonschlinkert/for-in
for-own@1.0.0;MIT;https://github.com/jonschlinkert/for-own
forever-agent@0.6.1;Apache-2.0;https://github.com/mikeal/forever-agent
form-data@2.3.3;MIT;https://github.com/form-data/form-data
forwarded@0.1.2;MIT;https://github.com/jshttp/forwarded
fragment-cache@0.2.1;MIT;https://github.com/jonschlinkert/fragment-cache
fresh@0.5.2;MIT;https://github.com/jshttp/fresh
from2@2.3.0;MIT;https://github.com/hughsk/from2
fs-access@1.0.1;MIT;https://github.com/sindresorhus/fs-access
fs-extra@7.0.1;MIT;https://github.com/jprichardson/node-fs-extra
fs-minipass@1.2.7;ISC;https://github.com/npm/fs-minipass
fs-write-stream-atomic@1.0.10;ISC;https://github.com/npm/fs-write-stream-atomic
fs.realpath@1.0.0;ISC;https://github.com/isaacs/fs.realpath
fsevents@1.2.13;MIT;https://github.com/strongloop/fsevents
fstream@1.0.12;ISC;https://github.com/npm/fstream
function-bind@1.1.1;MIT;https://github.com/Raynos/function-bind
gauge@2.7.4;ISC;https://github.com/iarna/gauge
gaze@1.1.3;MIT;https://github.com/shama/gaze
genfun@5.0.0;MIT;https://github.com/zkat/genfun
get-caller-file@1.0.3;ISC;https://github.com/stefanpenner/get-caller-file
get-caller-file@2.0.5;ISC;https://github.com/stefanpenner/get-caller-file
get-stdin@4.0.1;MIT;https://github.com/sindresorhus/get-stdin
get-stream@3.0.0;MIT;https://github.com/sindresorhus/get-stream
get-stream@4.1.0;MIT;https://github.com/sindresorhus/get-stream
get-value@2.0.6;MIT;https://github.com/jonschlinkert/get-value
getpass@0.1.7;MIT;https://github.com/arekinath/node-getpass
gfufewcl@0.0.0;UNLICENSED;
glob-parent@3.1.0;ISC;https://github.com/es128/glob-parent
glob@7.0.6;ISC;https://github.com/isaacs/node-glob
glob@7.1.3;ISC;https://github.com/isaacs/node-glob
glob@7.1.6;ISC;https://github.com/isaacs/node-glob
globals@11.12.0;MIT;https://github.com/sindresorhus/globals
globals@9.18.0;MIT;https://github.com/sindresorhus/globals
globby@5.0.0;MIT;https://github.com/sindresorhus/globby
globby@6.1.0;MIT;https://github.com/sindresorhus/globby
globby@7.1.1;MIT;https://github.com/sindresorhus/globby
globule@1.3.1;MIT;https://github.com/cowboy/node-globule
graceful-fs@4.2.4;ISC;https://github.com/isaacs/node-graceful-fs
handle-thing@2.0.1;MIT;https://github.com/indutny/handle-thing
har-schema@2.0.0;ISC;https://github.com/ahmadnassri/har-schema
har-validator@5.1.3;MIT;https://github.com/ahmadnassri/node-har-validator
has-ansi@2.0.0;MIT;https://github.com/sindresorhus/has-ansi
has-binary2@1.0.3;MIT;
has-cors@1.1.0;MIT;https://github.com/component/has-cors
has-flag@3.0.0;MIT;https://github.com/sindresorhus/has-flag
has-symbols@1.0.1;MIT;https://github.com/ljharb/has-symbols
has-unicode@2.0.1;ISC;https://github.com/iarna/has-unicode
has-value@0.3.1;MIT;https://github.com/jonschlinkert/has-value
has-value@1.0.0;MIT;https://github.com/jonschlinkert/has-value
has-values@0.1.4;MIT;https://github.com/jonschlinkert/has-values
has-values@1.0.0;MIT;https://github.com/jonschlinkert/has-values
has@1.0.3;MIT;https://github.com/tarruda/has
hash-base@3.0.4;MIT;https://github.com/crypto-browserify/hash-base
hash.js@1.1.7;MIT;https://github.com/indutny/hash.js
hmac-drbg@1.0.1;MIT;https://github.com/indutny/hmac-drbg
